Tipo de Solicitud,Nro. GEX,Fecha Vencimiento,Estado,Regional,Departamento,Fecha de Solicitud,Fecha de Resolución,Fecha de Inscripción,Caudal,Volumen,Uso,Destino,Latitud,Longitud,Mes Inicio,Mes Final,Horas x Año,Depto.-Padrón,Id Solicitud,Sección y localidad catastral,profundidad,Diámetro,Caudal Ensayado,Nivel Estático,Nivel Dinámico,Accion Solicitud,Tipo Resolución,Tiempo de Tramitación,Estado Agrupado,Antigüedad Pendiente
Proyecto de Aprovechamiento,SGRH-01040200520-855.001,2008-09-14,Registrada,FRAY BENTOS,PAYSANDÚ,2001-05-17,2001-09-14,2001-09-18,5.0,9000.0,Riego,Hortalizas,-32.44281365,-58.07845829,12.0,3.0,1920.0,PAYSANDÚ-5442,238570.0,1.0,95.0,0.15,5.0,27.0,58.6,Nueva,Autorización,3.9421813403416555,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200521-856.001,2008-09-14,Registrada,FRAY BENTOS,PAYSANDÚ,2001-05-17,2001-09-14,2001-09-21,20.0,36000.0,Riego,Forraje/Pradera/Semillas,-32.3281875,-57.82235295,12.0,3.0,1920.0,PAYSANDÚ-1344,238571.0,4.0,54.0,0.15,20.0,8.5,30.0,Nueva,Autorización,3.9421813403416555,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200522-857.001,2008-09-14,Registrada,FRAY BENTOS,PAYSANDÚ,2001-05-17,2001-09-14,2001-09-18,18.0,32400.0,Riego,Cereales/Oleaginosas,-32.33834267,-57.99672792,12.0,3.0,1920.0,PAYSANDÚ-1078,238572.0,2.0,50.0,0.15,18.0,24.0,30.0,Nueva,Autorización,3.9421813403416555,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200523-858.001,2008-01-29,Registrada,FRAY BENTOS,PAYSANDÚ,2001-05-17,2002-01-29,2002-01-31,21.0,37800.0,Riego,Cereales/Oleaginosas,-32.28810889,-58.05919104,12.0,3.0,1920.0,PAYSANDÚ-858,238573.0,1.0,60.0,0.15,21.0,26.5,34.0,Nueva,Autorización,8.442838370565045,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200524-859.001,2007-12-06,Registrada,SALTO,PAYSANDÚ,2001-05-17,2001-12-06,2001-12-11,12.0,21600.0,Riego,Frutales,-31.92455485,-57.88957753,12.0,3.0,1920.0,PAYSANDÚ-6320,238574.0,4.0,82.0,0.15,12.0,9.0,55.0,Nueva,Autorización,6.668856767411301,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200525-860.001,2007-11-19,Registrada,SALTO,PAYSANDÚ,2001-05-17,2001-11-19,2001-11-20,24.0,43200.0,Riego,Frutales,-31.51717103,-57.90887125,12.0,3.0,1920.0,PAYSANDÚ-6597,238575.0,4.0,51.5,0.15,24.0,,,Nueva,Autorización,6.110381077529566,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200526-841.001,2011-03-04,Registrada,FRAY BENTOS,PAYSANDÚ,2001-05-17,2002-03-04,2002-03-06,24.0,43200.0,Riego,Hortalizas,-32.36812866,-58.04577845,12.0,3.0,2160.0,PAYSANDÚ-3622,238576.0,2.0,70.0,0.15,24.0,18.0,25.0,Nueva,Autorización,9.559789750328514,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200527-861.001,2009-06-30,Registrada,SALTO,SALTO,2001-05-17,2001-09-14,2001-09-18,10.0,18000.0,Riego,Hortalizas,-31.3076364,-57.84747989,12.0,3.0,1920.0,SALTO-7011,238577.0,3.0,53.0,0.15,10.0,12.0,15.0,Nueva,Autorización,3.9421813403416555,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200528-863.001,2009-06-30,Registrada,SALTO,SALTO,2001-05-17,2002-02-04,2002-02-06,24.0,43200.0,Riego,Hortalizas,-31.3248833,-57.89616852,12.0,3.0,1920.0,SALTO-5586,238578.0,1.0,45.0,0.15,24.0,9.2,42.0,Nueva,Autorización,8.639947437582128,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200532-867.001,2006-01-29,Registrada,MONTEVIDEO,CANELONES,2001-01-01,2002-01-29,2002-01-31,3.8,4000.0,Riego,Hortalizas,-34.70458371,-56.02083736,12.0,3.0,1920.0,CANELONES-38767,238581.0,16.0,53.0,0.15,3.8,3.2,24.0,Nueva,Autorización,12.910643889618921,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200538-862.001,2010-09-14,Registrada,FRAY BENTOS,PAYSANDÚ,2001-05-23,2001-09-14,2001-09-18,24.0,43200.0,Riego,Hortalizas,-32.30342064,-58.03462734,12.0,3.0,1920.0,PAYSANDÚ-787,238583.0,2.0,43.0,0.15,24.0,14.0,27.0,Nueva,Autorización,3.7450722733245727,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200602-883.001,2011-03-04,Registrada,SAN JOSÉ,SAN JOSÉ,2001-05-31,2002-03-04,2002-03-06,50.0,50000.0,Riego,Hortalizas,-34.72591711,-56.61919189,12.0,3.0,1920.0,SAN JOSÉ-14600,238600.0,,61.0,0.15,50.0,21.0,42.5,Nueva,Autorización,9.099868593955321,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200615-873.001,2011-03-08,Registrada,SAN JOSÉ,SAN JOSÉ,2001-05-31,2002-03-08,2002-03-13,32.0,15000.0,Riego,Forraje/Pradera/Semillas,-34.68331928,-56.58603595,12.0,3.0,1920.0,SAN JOSÉ-14078,238613.0,6.0,51.0,0.15,32.0,10.0,22.0,Nueva,Autorización,9.231274638633376,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200652-903.001,2011-03-06,Registrada,SAN JOSÉ,SAN JOSÉ,2001-06-11,2002-03-06,2002-03-11,32.7,10000.0,Riego,Frutales,-34.66895928,-56.57629932,12.0,3.0,2160.0,SAN JOSÉ-6689,238624.0,6.0,45.0,0.15,32.7,14.8,27.4,Nueva,Autorización,8.804204993429698,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200658-902.001,2011-03-06,Registrada,SAN JOSÉ,SAN JOSÉ,2001-06-11,2002-03-06,2002-03-11,32.0,8000.0,Riego,Frutales,-34.70762272,-56.51859103,12.0,3.0,2160.0,SAN JOSÉ-16162,238630.0,7.0,41.5,0.15,32.0,19.3,23.01,Nueva,Autorización,8.804204993429698,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200677-961.001,2005-12-10,Registrada,SAN JOSÉ,SAN JOSÉ,2001-06-14,2001-12-10,2001-12-14,39.0,25000.0,Riego,Hortalizas,-34.68383651,-56.76499827,12.0,3.0,1920.0,SAN JOSÉ-13999,238633.0,6.0,55.0,0.2,39.0,31.7,42.0,Nueva,Autorización,5.88042049934297,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200689-933.001,2011-03-06,Registrada,SAN JOSÉ,SAN JOSÉ,2001-06-14,2002-03-06,2002-03-11,38.0,25000.0,Riego,Frutales,-34.69001489,-56.78143909,12.0,3.0,2160.0,SAN JOSÉ-15014,238645.0,6.0,36.0,0.15,38.0,14.0,22.0,Nueva,Autorización,8.705650459921156,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200690-931.001,2011-03-06,Registrada,SAN JOSÉ,SAN JOSÉ,2001-06-14,2002-03-06,2002-03-11,25.0,25000.0,Riego,Frutales,-34.68910304,-56.78273784,12.0,3.0,2160.0,SAN JOSÉ-16725,238646.0,6.0,25.0,0.15,25.0,7.5,12.0,Nueva,Autorización,8.705650459921156,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200691-930.001,2011-03-08,Registrada,SAN JOSÉ,SAN JOSÉ,2001-06-14,2002-03-08,2002-03-13,9.0,10000.0,Riego,Hortalizas,-34.74243918,-56.49923656,12.0,3.0,2160.0,SAN JOSÉ-16462,238647.0,7.0,29.0,0.15,9.0,4.2,5.4,Nueva,Autorización,8.771353482260183,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200692-929.001,2011-06-30,Registrada,SAN JOSÉ,SAN JOSÉ,2001-06-14,2002-03-08,2002-03-13,25.0,15000.0,Riego,Frutales,-34.68557264,-56.58605724,12.0,3.0,2160.0,SAN JOSÉ-15465,238648.0,6.0,50.0,0.15,25.0,16.35,22.0,Nueva,Autorización,8.771353482260183,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200703-906.001,2009-12-10,Registrada,SALTO,PAYSANDÚ,2001-06-15,2001-12-10,2001-12-14,8.0,14400.0,Riego,Forraje/Pradera/Semillas,-31.91414334,-58.10073142,12.0,3.0,2160.0,PAYSANDÚ-4909,238650.0,4.0,75.0,0.15,8.0,17.0,59.0,Nueva,Autorización,5.847568988173456,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200704-919.001,2011-03-06,Registrada,SALTO,PAYSANDÚ,2001-06-15,2002-03-06,2002-03-11,5.0,9000.0,Riego,Cereales/Oleaginosas,-31.92668209,-58.10527197,12.0,3.0,2160.0,PAYSANDÚ-5740,238651.0,4.0,68.0,0.15,5.0,26.0,32.0,Nueva,Autorización,8.672798948751643,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200755-932.001,2011-03-12,Registrada,SAN JOSÉ,SAN JOSÉ,2001-06-22,2002-03-12,2002-03-15,12.0,8000.0,Riego,Otros,-34.72275692,-56.47286922,12.0,3.0,2160.0,SAN JOSÉ-15917,238664.0,7.0,45.0,0.2,12.0,9.0,18.0,Nueva,Autorización,8.639947437582128,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200759-945.001,2011-03-11,Registrada,SAN JOSÉ,SAN JOSÉ,2001-06-22,2002-03-11,2002-03-13,45.0,12000.0,Riego,Cereales/Oleaginosas,-34.56632088,-56.62634097,12.0,3.0,2160.0,SAN JOSÉ-30,238668.0,6.0,41.0,0.2,45.0,10.7,21.8,Nueva,Autorización,8.607095926412615,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200766-955.001,2011-03-11,Registrada,SAN JOSÉ,SAN JOSÉ,2001-06-22,2002-03-11,2002-03-13,23.0,10000.0,Riego,Frutales,-34.66790775,-56.59952789,12.0,3.0,1920.0,SAN JOSÉ-16396,238675.0,6.0,45.0,0.15,23.0,17.0,22.5,Nueva,Autorización,8.607095926412615,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200775-911.001,2011-03-06,Registrada,SAN JOSÉ,SAN JOSÉ,2001-06-22,2002-03-06,2002-03-11,34.0,15000.0,Riego,Hortalizas,-34.67311955,-56.75232683,12.0,3.0,2160.0,SAN JOSÉ-14955,238684.0,6.0,53.0,0.15,34.0,31.0,40.0,Nueva,Autorización,8.442838370565045,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200813-966.001,2005-12-31,Registrada,MONTEVIDEO,MONTEVIDEO,2001-07-03,2001-12-31,2002-01-03,1.8,2000.0,Riego,Hortalizas,-34.85712851,-56.3722651,12.0,3.0,1920.0,MONTEVIDEO-42345,238697.0,13.0,44.0,0.15,1.8,4.0,35.0,Nueva,Autorización,5.946123521681997,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200817-970.001,2005-12-10,Registrada,MONTEVIDEO,MONTEVIDEO,2001-07-03,2001-12-10,2001-12-14,4.5,4500.0,Riego,Hortalizas,-34.87331723,-56.27612893,12.0,3.0,1920.0,MONTEVIDEO-100115,238701.0,13.0,40.0,0.15,4.5,6.7,21.4,Nueva,Autorización,5.256241787122208,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200832-982.001,2005-12-31,Registrada,MONTEVIDEO,MONTEVIDEO,2001-07-10,2001-12-31,2002-01-03,3.5,6300.0,Riego,Frutales,-34.7573836,-56.17716397,12.0,3.0,1920.0,MONTEVIDEO-124579,238708.0,17.0,60.0,0.15,3.5,6.8,22.5,Nueva,Autorización,5.716162943495401,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200834-984.001,2005-12-31,Registrada,MONTEVIDEO,MONTEVIDEO,2001-07-10,2001-12-31,2002-01-03,4.8,4500.0,Riego,Hortalizas,-34.76705831,-56.24820964,12.0,3.0,1920.0,MONTEVIDEO-129183,238710.0,9.0,55.0,0.15,4.8,25.0,40.0,Nueva,Autorización,5.716162943495401,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200869-976.001,2011-03-12,Registrada,MONTEVIDEO,MONTEVIDEO,2001-01-01,2002-03-12,2002-03-15,12.0,21600.0,Riego,Otros,-34.8528852,-56.31318891,12.0,3.0,2160.0,MONTEVIDEO-143157,238720.0,13.0,63.0,0.15,12.0,,,Nueva,Autorización,14.290407358738502,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200891-1001.001,2006-03-11,Registrada,MONTEVIDEO,MONTEVIDEO,2001-07-19,2002-03-11,2002-03-13,4.5,4000.0,Riego,Hortalizas,-34.76243684,-56.14496484,12.0,3.0,2160.0,MONTEVIDEO-92477,238722.0,17.0,50.0,0.15,4.5,8.0,39.0,Nueva,Autorización,7.720105124835742,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200892-1000.001,2006-03-11,Registrada,MONTEVIDEO,MONTEVIDEO,2001-07-19,2002-03-11,2002-03-13,3.0,4000.0,Riego,Hortalizas,-34.76288599,-56.14551285,12.0,3.0,2160.0,MONTEVIDEO-92477,238723.0,17.0,44.0,0.15,3.0,3.0,27.0,Nueva,Autorización,7.720105124835742,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200893-999.001,2006-03-12,Registrada,MONTEVIDEO,MONTEVIDEO,2001-07-19,2002-03-12,2002-03-14,2.1,2500.0,Riego,Hortalizas,-34.76383278,-56.12913238,12.0,3.0,2160.0,MONTEVIDEO-182978,238724.0,17.0,52.0,0.15,2.1,15.0,47.0,Nueva,Autorización,7.752956636005256,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200894-998.001,2006-03-14,Registrada,MONTEVIDEO,MONTEVIDEO,2001-07-19,2002-03-14,2002-03-18,9.0,8000.0,Riego,Hortalizas,-34.82055018,-56.15449778,12.0,3.0,2160.0,MONTEVIDEO-149107,238725.0,17.0,64.0,0.15,9.0,6.0,45.1,Nueva,Autorización,7.818659658344283,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200895-997.001,2006-03-11,Registrada,MONTEVIDEO,MONTEVIDEO,2001-07-19,2002-03-11,2002-03-13,5.0,6000.0,Riego,Hortalizas,-34.78277393,-56.12483741,12.0,3.0,2160.0,MONTEVIDEO-92622,238726.0,17.0,52.0,0.15,5.0,5.0,25.0,Nueva,Autorización,7.720105124835742,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200896-996.001,2006-03-07,Registrada,MONTEVIDEO,MONTEVIDEO,2001-07-19,2002-03-07,2002-03-12,5.2,9360.0,Riego,Hortalizas,-34.75840648,-56.13566418,12.0,3.0,2160.0,MONTEVIDEO-92516,238727.0,17.0,72.0,0.15,5.2,2.0,21.0,Nueva,Autorización,7.588699080157687,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200900-992.001,2006-03-12,Registrada,MONTEVIDEO,MONTEVIDEO,2001-07-19,2002-03-12,2002-03-14,8.0,14400.0,Riego,Hortalizas,-34.79478325,-56.3040871,12.0,3.0,1920.0,MONTEVIDEO-416988,238731.0,11.0,45.0,0.15,8.0,16.0,27.0,Nueva,Autorización,7.752956636005256,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200902-990.001,2006-03-11,Registrada,MONTEVIDEO,MONTEVIDEO,2001-07-19,2002-03-11,2002-03-13,4.3,5000.0,Riego,Frutales,-34.75278899,-56.20444674,12.0,3.0,1920.0,MONTEVIDEO-44051,238733.0,9.0,65.0,0.15,4.3,6.0,37.0,Nueva,Autorización,7.720105124835742,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200905-1003.001,2006-03-14,Registrada,MONTEVIDEO,MONTEVIDEO,2001-07-20,2002-03-14,2002-04-18,9.0,12000.0,Riego,Frutales,-34.74569545,-56.16728235,12.0,3.0,2160.0,MONTEVIDEO-401392,238736.0,9.0,46.0,0.15,9.0,7.2,36.0,Nueva,Autorización,7.7858081471747695,Registrada,
Proyecto de Aprovechamiento,SGRH-01040200992-1051.001,2011-04-08,Registrada,MONTEVIDEO,CANELONES,2001-08-10,2002-04-08,2002-04-09,19.0,34200.0,Riego,Hortalizas,-34.73959213,-56.09081705,12.0,3.0,2160.0,CANELONES-55003,238773.0,16.0,44.0,0.15,19.0,6.0,29.0,Nueva,Autorización,7.917214191852825,Registrada,
Proyecto de Aprovechamiento,SGRH-01040201005-1058.001,2006-06-30,Registrada,SAN JOSÉ,CANELONES,2001-08-13,2002-03-05,2002-03-07,7.7,7000.0,Riego,Frutales,-34.55034218,-56.34074043,12.0,3.0,2160.0,CANELONES-121,238786.0,3.0,10.0,0.15,7.7,4.0,8.0,Nueva,Autorización,6.701708278580814,Registrada,
Proyecto de Aprovechamiento,SGRH-01040201009-1060.001,2006-03-12,Registrada,SAN JOSÉ,CANELONES,2001-08-13,2002-03-12,2002-03-14,2.2,2500.0,Riego,Frutales,-34.68441294,-56.16264651,12.0,3.0,2160.0,CANELONES-14540,238790.0,4.0,47.0,0.15,2.2,3.0,33.0,Nueva,Autorización,6.931668856767411,Registrada,
Proyecto de Aprovechamiento,SGRH-01040201035-1039.001,2011-03-12,Registrada,FRAY BENTOS,COLONIA,2001-08-20,2002-03-12,2002-03-15,25.0,6000.0,Riego,Forraje/Pradera/Semillas,-33.95282554,-58.25365212,12.0,3.0,2160.0,COLONIA-5675,238796.0,6.0,70.0,0.15,25.0,8.0,20.0,Nueva,Autorización,6.701708278580814,Registrada,
Proyecto de Aprovechamiento,SGRH-01040201036-1040.001,2011-03-07,Registrada,FRAY BENTOS,COLONIA,2001-08-20,2002-03-07,2002-03-12,15.0,15000.0,Riego,Frutales,-33.94749616,-58.29459152,12.0,3.0,2160.0,COLONIA-4745,238797.0,6.0,70.0,0.15,15.0,7.0,33.4,Nueva,Autorización,6.5374507227332455,Registrada,
Proyecto de Aprovechamiento,SGRH-01040201038-1042.001,2011-03-12,Registrada,FRAY BENTOS,COLONIA,2001-08-20,2002-03-12,2002-03-15,14.5,5000.0,Riego,Frutales,-33.96271174,-58.25501769,12.0,3.0,2160.0,COLONIA-8039,238799.0,6.0,64.0,0.15,14.5,14.6,23.8,Nueva,Autorización,6.701708278580814,Registrada,
Proyecto de Aprovechamiento,SGRH-01040201040-1044.001,2011-03-07,Registrada,FRAY BENTOS,COLONIA,2001-08-20,2002-03-07,2002-03-12,12.0,6000.0,Riego,Frutales,-33.9781192,-58.29548617,12.0,3.0,2160.0,COLONIA-5727,238801.0,6.0,26.0,0.15,12.0,3.0,18.0,Nueva,Autorización,6.5374507227332455,Registrada,
Proyecto de Aprovechamiento,SGRH-01040201049-1063.001,2011-04-05,Registrada,FRAY BENTOS,COLONIA,2001-08-23,2002-04-05,2002-04-08,17.0,5000.0,Riego,Frutales,-34.14572076,-57.96438318,12.0,3.0,2160.0,COLONIA-5625,238803.0,7.0,44.0,0.15,17.0,5.3,30.0,Nueva,Autorización,7.391590013140604,Registrada,
Proyecto de Aprovechamiento,SGRH-01040201050-1064.001,2011-04-05,Registrada,FRAY BENTOS,COLONIA,2001-08-23,2002-04-05,2002-04-08,5.0,3000.0,Riego,Frutales,-34.15296587,-57.96239989,12.0,2.0,1620.0,COLONIA-3933,238804.0,7.0,44.0,0.15,5.0,9.6,35.2,Nueva,Autorización,7.391590013140604,Registrada,
Proyecto de Aprovechamiento,SGRH-01040201052-1066.001,2010-10-01,Registrada,FRAY BENTOS,COLONIA,2001-08-23,2002-10-01,2002-10-04,19.0,19000.0,Riego,Cereales/Oleaginosas,-33.94529555,-58.26965625,12.0,3.0,1920.0,COLONIA-8562,238806.0,,72.0,0.15,19.0,11.0,23.0,Nueva,Autorización,13.272010512483574,Registrada,
Proyecto de Aprovechamiento,SGRH-01040201053-1067.001,2011-04-05,Registrada,FRAY BENTOS,SORIANO,2001-08-23,2002-04-05,2002-04-08,24.0,4000.0,Riego,Frutales,-33.57357204,-58.24501549,12.0,3.0,1920.0,COLONIA-5820,238807.0,6.0,50.0,0.15,24.0,8.0,19.0,Nueva,Autorización,7.391590013140604,Registrada,
Proyecto de Aprovechamiento,SGRH-01040201054-1068.001,2010-10-01,Registrada,FRAY BENTOS,COLONIA,2001-08-23,2002-10-01,2002-10-04,19.0,6000.0,Riego,Hortalizas,-33.96864846,-58.27357644,12.0,2.0,1620.0,COLONIA-16826,238808.0,6.0,66.0,0.15,19.0,9.0,23.0,Nueva,Autorización,13.272010512483574,Registrada,
Proyecto de Aprovechamiento,SGRH-01040201055-1069.001,2011-04-05,Registrada,FRAY BENTOS,COLONIA,2001-08-23,2002-04-05,2002-04-08,8.0,5000.0,Riego,Hortalizas,-33.95600736,-58.31917328,12.0,2.0,1620.0,COLONIA-4666,238809.0,,47.0,0.15,8.0,5.0,35.0,Nueva,Autorización,7.391590013140604,Registrada,
Proyecto de Aprovechamiento,SGRH-01040201056-1070.001,2011-04-05,Registrada,FRAY BENTOS,COLONIA,2001-08-23,2002-04-05,2002-04-08,19.8,15000.0,Riego,Frutales,-33.96485714,-58.23777363,12.0,3.0,2160.0,COLONIA-6701,238810.0,6.0,65.0,0.15,19.8,13.0,38.5,Nueva,Autorización,7.391590013140604,Registrada,
Proyecto de Aprovechamiento,SGRH-01040201057-1071.001,2010-10-01,Registrada,FRAY BENTOS,COLONIA,2001-08-23,2002-10-01,2002-10-04,5.0,5000.0,Riego,Frutales,-33.8778804,-58.30552865,12.0,2.0,1620.0,COLONIA-4184,238811.0,8.0,61.0,0.15,5.0,7.4,34.2,Nueva,Autorización,13.272010512483574,Registrada,
Proyecto de Aprovechamiento,SGRH-01040201058-1072.001,2011-04-05,Registrada,FRAY BENTOS,COLONIA,2001-08-23,2002-04-05,,1.0,1000.0,Riego,Hortalizas,-34.38575473,-57.48730984,12.0,2.0,1620.0,COLONIA-1479,238812.0,14.0,77.0,0.15,1.0,4.7,50.0,Nueva,Autorización,7.391590013140604,Registrada,
Proyecto de Aprovechamiento,SGRH-01040201059-1073.001,2010-10-01,Registrada,FRAY BENTOS,COLONIA,2001-08-23,2002-10-01,2002-10-04,11.0,6000.0,Riego,Frutales,-33.98707389,-58.25355464,12.0,3.0,1920.0,COLONIA-6090,238813.0,6.0,51.0,0.15,11.0,11.9,29.3,Nueva,Autorización,13.272010512483574,Registrada,
Proyecto de Aprovechamiento,SGRH-01040201060-1074.001,2010-10-01,Registrada,FRAY BENTOS,COLONIA,2001-08-23,2002-10-01,2002-10-04,16.0,6000.0,Riego,Frutales,-33.96712888,-58.25947121,12.0,2.0,1620.0,COLONIA-6066,238814.0,6.0,58.0,0.15,16.0,14.2,24.7,Nueva,Autorización,13.272010512483574,Registrada,
Proyecto de Aprovechamiento,SGRH-01040201061-1075.001,2010-09-24,Registrada,FRAY BENTOS,COLONIA,2001-08-23,2002-09-24,2002-09-26,5.0,6000.0,Riego,Forraje/Pradera/Semillas,-33.92975307,-58.14270973,12.0,2.0,1620.0,COLONIA-4499,238815.0,6.0,43.0,0.15,5.0,7.4,14.5,Nueva,Autorización,13.042049934296976,Registrada,
Proyecto de Aprovechamiento,SGRH-01040201064-1077.001,2010-10-01,Registrada,FRAY BENTOS,COLONIA,2001-08-31,2002-10-01,2002-10-04,4.8,4000.0,Riego,Frutales,-33.87689176,-58.30982164,12.0,2.0,1620.0,COLONIA-4180,238817.0,8.0,61.0,0.15,4.8,14.5,37.1,Nueva,Autorización,13.009198423127463,Registrada,
Proyecto de Aprovechamiento,SGRH-01040201065-1078.001,2010-09-24,Registrada,FRAY BENTOS,COLONIA,2001-08-31,2002-09-24,2002-09-26,5.0,5000.0,Riego,Frutales,-34.40838504,-57.8895747,12.0,2.0,1620.0,COLONIA-2433,238818.0,1.0,73.0,0.15,5.0,12.0,68.5,Nueva,Autorización,12.779237844940866,Registrada,
Proyecto de Aprovechamiento,SGRH-01040201070-1079.001,2010-09-24,Registrada,FRAY BENTOS,COLONIA,2001-08-31,2002-09-24,2002-09-26,11.0,5000.0,Riego,Hortalizas,-33.97853431,-58.27494467,12.0,2.0,1620.0,COLONIA-18074,238819.0,6.0,47.0,0.15,11.0,6.0,32.0,Nueva,Autorización,12.779237844940866,Registrada,
Proyecto de Aprovechamiento,SGRH-01040201071-1080.001,2010-09-24,Registrada,FRAY BENTOS,COLONIA,2001-08-27,2002-09-24,,4.2,4000.0,Riego,Frutales,-33.93508336,-58.28449831,12.0,2.0,1620.0,COLONIA-8647,238820.0,6.0,46.0,0.15,4.2,9.0,36.8,Nueva,Autorización,12.910643889618921,Registrada,
Proyecto de Aprovechamiento,SGRH-01040201072-1081.001,2010-09-24,Registrada,FRAY BENTOS,COLONIA,2001-08-27,2002-09-24,2002-09-26,6.0,7000.0,Riego,Frutales,-33.96674,-58.30110246,12.0,2.0,1620.0,COLONIA-5711,238821.0,6.0,62.0,0.15,6.0,3.5,49.0,Nueva,Autorización,12.910643889618921,Registrada,
Proyecto de Aprovechamiento,SGRH-01040201073-1082.001,2010-09-24,Registrada,FRAY BENTOS,COLONIA,2001-08-27,2002-09-24,2002-09-26,8.0,10000.0,Riego,Frutales,-33.95307527,-58.28610285,12.0,2.0,1620.0,COLONIA-5711,238822.0,6.0,60.0,0.15,8.0,7.5,45.5,Nueva,Autorización,12.910643889618921,Registrada,
Proyecto de Aprovechamiento,SGRH-01040201074-1083.001,2010-09-24,Registrada,FRAY BENTOS,COLONIA,2001-08-27,2002-09-24,2002-09-26,8.0,10000.0,Riego,Frutales,-33.97728429,-58.2922165,12.0,2.0,1620.0,COLONIA-5711,238823.0,6.0,60.0,0.15,8.0,7.5,45.5,Nueva,Autorización,12.910643889618921,Registrada,
Proyecto de Aprovechamiento,SGRH-01040201086-1086.001,2010-09-24,Registrada,FRAY BENTOS,COLONIA,2001-08-27,2002-09-24,2002-09-26,6.0,5000.0,Riego,Frutales,-33.96125784,-58.28255558,12.0,2.0,1620.0,COLONIA-5662,238826.0,6.0,72.0,0.15,6.0,10.0,26.0,Nueva,Autorización,12.910643889618921,Registrada,
Proyecto de Aprovechamiento,SGRH-01040201120-1098.001,2011-04-29,Registrada,FRAY BENTOS,PAYSANDÚ,2001-09-03,2002-04-29,2002-04-30,6.0,8000.0,Riego,Hortalizas,-32.34647992,-57.96931373,12.0,2.0,1620.0,PAYSANDÚ-1015,238829.0,2.0,52.0,0.15,6.0,20.0,35.0,Nueva,Autorización,7.818659658344283,Registrada,
Proyecto de Aprovechamiento,SGRH-01040201121-1097.001,2009-10-02,Registrada,SALTO,PAYSANDÚ,2001-09-03,2002-10-02,,4.8,8640.0,Riego,Forraje/Pradera/Semillas,-31.89994717,-58.03750078,12.0,2.0,1620.0,PAYSANDÚ-6309,238830.0,4.0,110.0,0.15,4.88,31.0,67.5,Nueva,Autorización,12.943495400788436,Registrada,
Proyecto de Aprovechamiento,SGRH-01040201122-1096.001,2010-10-02,Registrada,FRAY BENTOS,PAYSANDÚ,2001-09-03,2002-10-02,2002-10-04,16.5,29700.0,Riego,Hortalizas,-32.36326121,-57.85553068,12.0,2.0,1620.0,PAYSANDÚ-2244,238831.0,2.0,60.0,0.15,16.5,20.0,29.0,Nueva,Autorización,12.943495400788436,Registrada,
Proyecto de Aprovechamiento,SGRH-01040201124-1094.001,2011-04-29,Registrada,SALTO,PAYSANDÚ,2001-09-03,2002-04-29,2002-04-30,7.5,10000.0,Riego,Frutales,-31.94309924,-58.04436124,12.0,2.0,1620.0,PAYSANDÚ-1855,238833.0,6.0,110.0,0.15,7.5,21.0,67.0,Nueva,Autorización,7.818659658344283,Registrada,
